phrase,fn_df,all_df,fp_ratio,fn_pct,length
匿名で,2,3,0.667,12.5,3
ている場合に,2,3,0.667,12.5,6
IDを,2,3,0.667,12.5,3
を入力する,2,3,0.667,12.5,5
の連絡先,2,3,0.667,12.5,4
がイラン,2,3,0.667,12.5,4
トレーダーの皆,2,3,0.667,12.5,7
ご提供する,2,3,0.667,12.5,5
にお客様,2,3,0.667,12.5,4
3月の,2,3,0.667,12.5,3
変更する,2,3,0.667,12.5,4
海峡閉鎖,2,3,0.667,12.5,4
する場合があり,2,3,0.667,12.5,7
入出金,2,3,0.667,12.5,3
あります。また,2,3,0.667,12.5,7
安心材料,2,3,0.667,12.5,4
な場合に,2,3,0.667,12.5,4
て提供,2,3,0.667,12.5,3
.0を,2,3,0.667,12.5,3
トランプ大統領の,2,3,0.667,12.5,8
をチェックする,2,3,0.667,12.5,7
する度,2,3,0.667,12.5,3
、弊社,2,3,0.667,12.5,3
、修正,2,3,0.667,12.5,3
、その情報,2,3,0.667,12.5,5
許可を,2,3,0.667,12.5,3
。選べる,2,3,0.667,12.5,4
日18,2,3,0.667,12.5,3
ます。詳細は,2,3,0.667,12.5,6
5月6,2,3,0.667,12.5,3
にお客,2,3,0.667,12.5,3
を評価し,2,3,0.667,12.5,4
提供される,2,3,0.667,12.5,5
トレードプロの,2,3,0.667,12.5,7
は消え,2,3,0.667,12.5,3
プロモーション,2,3,0.667,12.5,7
から5,2,3,0.667,12.5,3
情報（,2,3,0.667,12.5,3
原油が,2,3,0.667,12.5,3
を求められ,2,3,0.667,12.5,5
・原油,2,3,0.667,12.5,3
ユーザ,2,3,0.667,12.5,3
なく、むしろ,2,3,0.667,12.5,6
いる場合に,2,3,0.667,12.5,5
コピートレード,2,3,0.667,12.5,7
を変更して,2,3,0.667,12.5,5
チェックする,2,3,0.667,12.5,6
、第三,2,3,0.667,12.5,3
して下さい。,2,3,0.667,12.5,6
紹介され,2,3,0.667,12.5,4
ご利用の,2,3,0.667,12.5,4
もあれば、,2,3,0.667,12.5,5
とパスワード,2,3,0.667,12.5,6
ホルムズ海峡閉鎖,2,3,0.667,12.5,8
イランへ,2,3,0.667,12.5,4
が提供する,2,3,0.667,12.5,5
に影響が,2,3,0.667,12.5,4
、分析,2,3,0.667,12.5,3
ブローカーと,2,3,0.667,12.5,6
を開始する,2,3,0.667,12.5,5
イランへの,2,3,0.667,12.5,5
、2026年,2,3,0.667,12.5,6
ゴールド取引,2,3,0.667,12.5,6
あり（,2,3,0.667,12.5,3
。以下は,2,3,0.667,12.5,4
取引と,2,3,0.667,12.5,3
の株式市場,2,3,0.667,12.5,5
相談ください,2,3,0.667,12.5,6
。皆様,2,3,0.667,12.5,3
もサポート,2,3,0.667,12.5,5
な武器,2,3,0.667,12.5,3
の分割,2,3,0.667,12.5,3
率37,2,3,0.667,12.5,3
、金は,2,3,0.667,12.5,3
に接近,2,3,0.667,12.5,3
の正確性,2,3,0.667,12.5,4
でオンライン,2,3,0.667,12.5,6
が90,2,3,0.667,12.5,3
上昇と,2,3,0.667,12.5,3
の優位性,2,3,0.667,12.5,4
相談ください。,2,3,0.667,12.5,7
、スマホで,2,3,0.667,12.5,5
を中心に考え,2,3,0.667,12.5,6
更新。,2,3,0.667,12.5,3
情勢の緊迫化,2,3,0.667,12.5,6
、スピード,2,3,0.667,12.5,5
や経済の,2,3,0.667,12.5,4
プログラムで,2,3,0.667,12.5,6
緊迫化,2,3,0.667,12.5,3
への圧力,2,3,0.667,12.5,4
ご相談ください。,2,3,0.667,12.5,8
年4月の,2,3,0.667,12.5,4
準備してい,2,3,0.667,12.5,5
、アンドロイド,2,3,0.667,12.5,7
中心に考え,2,3,0.667,12.5,5
に圧力を,2,3,0.667,12.5,4
をオンライン,2,3,0.667,12.5,6
積み上げた,2,3,0.667,12.5,5
次の一歩,2,3,0.667,12.5,4
動きが,2,3,0.667,12.5,3
の皆様、,2,3,0.667,12.5,4
乗り換え,2,3,0.667,12.5,4
、米国株,2,3,0.667,12.5,4
の緊迫化,2,3,0.667,12.5,4
のゴール,2,3,0.667,12.5,4
の優位,2,3,0.667,12.5,3
に取引,2,3,0.667,12.5,3
は環境,2,3,0.667,12.5,3
の期待に,2,3,0.667,12.5,4
始めましょう。,2,3,0.667,12.5,7
ご相談ください,2,3,0.667,12.5,7
始めましょう,2,3,0.667,12.5,6
の緊迫,2,3,0.667,12.5,3
に戦略,2,3,0.667,12.5,3
いただけるよう、,2,3,0.667,12.5,8
の動きが,2,3,0.667,12.5,4
情勢の緊迫,2,3,0.667,12.5,5
をオン,2,3,0.667,12.5,3
が守って,2,3,0.667,12.5,4
50〜,2,3,0.667,12.5,3
を得よう,2,3,0.667,12.5,4
お疲れ,2,3,0.667,12.5,3
お金を稼い,2,3,0.667,12.5,5
に本当,2,3,0.667,12.5,3
と思いません,2,3,0.667,12.5,6
写真が,2,3,0.667,12.5,3
に頼っ,2,3,0.667,12.5,3
思考と,2,3,0.667,12.5,3
に喜んで,2,3,0.667,12.5,4
思いません,2,3,0.667,12.5,5
が少しでも,2,3,0.667,12.5,5
いい」と,2,3,0.667,12.5,4
て幸せを,2,3,0.667,12.5,4
ダメだと,2,3,0.667,12.5,4
性がない,2,3,0.667,12.5,4
怒りの,2,3,0.667,12.5,3
も知られ,2,3,0.667,12.5,4
第4章,2,3,0.667,12.5,3
捨てられ,2,3,0.667,12.5,4
の稼ぎ方,2,3,0.667,12.5,4
思い出さ,2,3,0.667,12.5,4
お店に,2,3,0.667,12.5,3
が許さ,2,3,0.667,12.5,3
楽しかった,2,3,0.667,12.5,5
恥ずかしくて,2,3,0.667,12.5,6
の関係から,2,3,0.667,12.5,5
こと言う,2,3,0.667,12.5,4
撮って,2,3,0.667,12.5,3
、と思っ,2,3,0.667,12.5,4
ホストに,2,3,0.667,12.5,4
不安」,2,3,0.667,12.5,3
収入を得,2,3,0.667,12.5,4
「LINE,2,3,0.667,12.5,5
が良いです。,2,3,0.667,12.5,6
作ること,2,3,0.667,12.5,4
で生活,2,3,0.667,12.5,3
ボイス,2,3,0.667,12.5,3
が少しで,2,3,0.667,12.5,4
方をして,2,3,0.667,12.5,4
頼まれ,2,3,0.667,12.5,3
目線に,2,3,0.667,12.5,3
思いませ,2,3,0.667,12.5,4
です。お金,2,3,0.667,12.5,5
リアルに,2,3,0.667,12.5,4
はLINEを,2,3,0.667,12.5,6
やる。,2,3,0.667,12.5,3
ないか不安,2,3,0.667,12.5,5
貯める,2,3,0.667,12.5,3
の悩みを,2,3,0.667,12.5,4
な悩み,2,3,0.667,12.5,3
日々を,2,3,0.667,12.5,3
は恋愛,2,3,0.667,12.5,3
稼ぎ方,2,3,0.667,12.5,3
「〇〇,2,3,0.667,12.5,3
をアピールし,2,3,0.667,12.5,6
キラキラし,2,3,0.667,12.5,5
が許される,2,3,0.667,12.5,5
頻度が,2,3,0.667,12.5,3
不信感,2,3,0.667,12.5,3
話した。,2,3,0.667,12.5,4
焦って,2,3,0.667,12.5,3
送ります。,2,3,0.667,12.5,5
経験や,2,3,0.667,12.5,3
で話を,2,3,0.667,12.5,3
冷たく,2,3,0.667,12.5,3
「デート,2,3,0.667,12.5,4
怖くない,2,3,0.667,12.5,4
お店で,2,3,0.667,12.5,3
お金を稼ぐ,2,3,0.667,12.5,5
もうこれ以上,2,3,0.667,12.5,6
感のある,2,3,0.667,12.5,4
のデメリット,2,3,0.667,12.5,6
結婚に,2,3,0.667,12.5,3
こんな風,2,3,0.667,12.5,4
稼ぎ方を,2,3,0.667,12.5,4
失敗を繰り返し,2,3,0.667,12.5,7
ば、自分が,2,3,0.667,12.5,5
振り込んで,2,3,0.667,12.5,5
オススメし,2,3,0.667,12.5,5
〜500万,2,3,0.667,12.5,5
嫌いに,2,3,0.667,12.5,3
感じでし,2,3,0.667,12.5,4
な目標,2,3,0.667,12.5,3
キラキラ,2,3,0.667,12.5,4
のモデル,2,3,0.667,12.5,4
を返さ,2,3,0.667,12.5,3
。あくまでも,2,3,0.667,12.5,6
簡単に言う,2,3,0.667,12.5,5
で生きる,2,3,0.667,12.5,4
を放置,2,3,0.667,12.5,3
「無視,2,3,0.667,12.5,3
の言い,2,3,0.667,12.5,3
になったら、,2,3,0.667,12.5,6
から少し,2,3,0.667,12.5,4
の稼ぎ方を,2,3,0.667,12.5,5
狙い目,2,3,0.667,12.5,3
昨日の,2,3,0.667,12.5,3
甘えて,2,3,0.667,12.5,3
ススメし,2,3,0.667,12.5,4
に喜ん,2,3,0.667,12.5,3
助けよう,2,3,0.667,12.5,4
は200,2,3,0.667,12.5,4
から生活,2,3,0.667,12.5,4
かと思った,2,3,0.667,12.5,5
で会っ,2,3,0.667,12.5,3
に向いて,2,3,0.667,12.5,4
雰囲気が,2,3,0.667,12.5,4
の技術を,2,3,0.667,12.5,4
信用できる,2,3,0.667,12.5,5
第6章,2,3,0.667,12.5,3
一緒にいて,2,3,0.667,12.5,5
寂しい,2,3,0.667,12.5,3
た会話,2,3,0.667,12.5,3
の先輩,2,3,0.667,12.5,3
と、お金,2,3,0.667,12.5,4
見抜い,2,3,0.667,12.5,3
に出会い,2,3,0.667,12.5,4
で身に,2,3,0.667,12.5,3
。すぐ,2,3,0.667,12.5,3
人いる,2,3,0.667,12.5,3
なりますし、,2,3,0.667,12.5,6
構築が,2,3,0.667,12.5,3
存在で,2,3,0.667,12.5,3
本質を,2,3,0.667,12.5,3
清潔感は,2,3,0.667,12.5,4
が与え,2,3,0.667,12.5,3
簡単に言うと,2,3,0.667,12.5,6
不信感を,2,3,0.667,12.5,4
と経験,2,3,0.667,12.5,3
文字で,2,3,0.667,12.5,3
私のこと,2,3,0.667,12.5,4
引き起こし,2,3,0.667,12.5,5
と焦って,2,3,0.667,12.5,4
言葉と,2,3,0.667,12.5,3
気にかけ,2,3,0.667,12.5,4
繋げて,2,3,0.667,12.5,3
と勘違いして,2,3,0.667,12.5,6
もっと話したい,2,3,0.667,12.5,7
助けてあげ,2,3,0.667,12.5,5
関係から,2,3,0.667,12.5,4
求められること,2,3,0.667,12.5,7
たアプリ,2,3,0.667,12.5,4
が守っ,2,3,0.667,12.5,3
に合わせる,2,3,0.667,12.5,5
頼れる,2,3,0.667,12.5,3
許される,2,3,0.667,12.5,4
も良いと,2,3,0.667,12.5,4
、別の,2,3,0.667,12.5,3
自分でも,2,3,0.667,12.5,4
ありがとう」,2,3,0.667,12.5,6
自分の話,2,3,0.667,12.5,4
生きてる,2,3,0.667,12.5,4
しれないけど、,2,3,0.667,12.5,7
何を考えて,2,3,0.667,12.5,5
「今日は,2,3,0.667,12.5,4
お疲れ様,2,3,0.667,12.5,4
は以上,2,3,0.667,12.5,3
ことが好き,2,3,0.667,12.5,5
が出せる,2,3,0.667,12.5,4
を引き起こし,2,3,0.667,12.5,6
のモットー,2,3,0.667,12.5,5
か、自分,2,3,0.667,12.5,4
と焦っ,2,3,0.667,12.5,3
デートで,2,3,0.667,12.5,4
伝えます,2,3,0.667,12.5,4
ヘルス,2,3,0.667,12.5,3
に備え,2,3,0.667,12.5,3
な悩みを,2,3,0.667,12.5,4
優しくして,2,3,0.667,12.5,5
は精神,2,3,0.667,12.5,3
をする上,2,3,0.667,12.5,4
映画館,2,3,0.667,12.5,3
大事なもの,2,3,0.667,12.5,5
コミット,2,3,0.667,12.5,4
ことも考え,2,3,0.667,12.5,5
都合で,2,3,0.667,12.5,3
第10,2,3,0.667,12.5,3
相談するの,2,3,0.667,12.5,5
取ろう,2,3,0.667,12.5,3
助けようと,2,3,0.667,12.5,5
・40代,2,3,0.667,12.5,4
を振り込ん,2,3,0.667,12.5,5
て不安,2,3,0.667,12.5,3
気にかけて,2,3,0.667,12.5,5
をする上で,2,3,0.667,12.5,5
ない』という,2,3,0.667,12.5,6
考えているか,2,3,0.667,12.5,6
光熱費,2,3,0.667,12.5,3
返さない,2,3,0.667,12.5,4
？自分,2,3,0.667,12.5,3
必要ない,2,3,0.667,12.5,4
待ち合わせ場所,2,3,0.667,12.5,7
の言う,2,3,0.667,12.5,3
ていい」と,2,3,0.667,12.5,5
一人暮らし,2,3,0.667,12.5,5
た対応,2,3,0.667,12.5,3
方が良いです,2,3,0.667,12.5,6
の気に,2,3,0.667,12.5,3
疲れ様,2,3,0.667,12.5,3
会わない,2,3,0.667,12.5,4
、あと,2,3,0.667,12.5,3
いいの？,2,3,0.667,12.5,4
母親と,2,3,0.667,12.5,3
ころ、,2,3,0.667,12.5,3
打った,2,3,0.667,12.5,3
、ナンパ,2,3,0.667,12.5,4
いい」,2,3,0.667,12.5,3
考えること,2,3,0.667,12.5,5
を稼い,2,3,0.667,12.5,3
電車で,2,3,0.667,12.5,3
何を考え,2,3,0.667,12.5,4
と言ってる,2,3,0.667,12.5,5
伝えます。,2,3,0.667,12.5,5
電話が,2,3,0.667,12.5,3
送ります,2,3,0.667,12.5,4
キャラ,2,3,0.667,12.5,3
転がっ,2,3,0.667,12.5,3
金を稼ぐ,2,3,0.667,12.5,4
対して「,2,3,0.667,12.5,4
存在です。,2,3,0.667,12.5,5
の予定を,2,3,0.667,12.5,4
のLINEを,2,3,0.667,12.5,6
」をし,2,3,0.667,12.5,3
探しができる,2,3,0.667,12.5,6
探しやすい,2,3,0.667,12.5,5
食事、,2,3,0.667,12.5,3
に対して「,2,3,0.667,12.5,5
アピールし,2,3,0.667,12.5,5
見抜いて,2,3,0.667,12.5,4
て考える,2,3,0.667,12.5,4
のスクショ,2,3,0.667,12.5,5
満たす,2,3,0.667,12.5,3
て来る,2,3,0.667,12.5,3
ことで、自分,2,3,0.667,12.5,6
、他に,2,3,0.667,12.5,3
もっと話し,2,3,0.667,12.5,5
相手にして,2,3,0.667,12.5,5
の都合で,2,3,0.667,12.5,4
を返さない,2,3,0.667,12.5,5
な金額,2,3,0.667,12.5,3
わからない状態,2,3,0.667,12.5,7
いることが多い,2,3,0.667,12.5,7
振り込ん,2,3,0.667,12.5,4
話し合って,2,3,0.667,12.5,5
使い道,2,3,0.667,12.5,3
2022年5,2,3,0.667,12.5,6
で最初,2,3,0.667,12.5,3
2022年5月,2,3,0.667,12.5,7
探しが,2,3,0.667,12.5,3
と思いませ,2,3,0.667,12.5,5
LINEが,2,3,0.667,12.5,5
言ってき,2,3,0.667,12.5,4
心理戦,2,3,0.667,12.5,3
の次の,2,3,0.667,12.5,3
考えです,2,3,0.667,12.5,4
「あと,2,3,0.667,12.5,3
してます。,2,3,0.667,12.5,5
感じでした,2,3,0.667,12.5,5
こんな風に,2,3,0.667,12.5,5
を常に,2,3,0.667,12.5,3
金を稼い,2,3,0.667,12.5,4
して。,2,3,0.667,12.5,3
即レス,2,3,0.667,12.5,3
な印象を与え,2,3,0.667,12.5,6
〜500,2,3,0.667,12.5,4
とは言わない,2,3,0.667,12.5,6
オーバー,2,3,0.667,12.5,4
で失敗し,2,3,0.667,12.5,4
ていい」,2,3,0.667,12.5,4
に聞こえる,2,3,0.667,12.5,5
スカウト,2,3,0.667,12.5,4
言わせ,2,3,0.667,12.5,3
第7章,2,3,0.667,12.5,3
が経つ,2,3,0.667,12.5,3
を提案,2,3,0.667,12.5,3
過去を,2,3,0.667,12.5,3
。今も,2,3,0.667,12.5,3
考えてみる,2,3,0.667,12.5,5
なるの？,2,3,0.667,12.5,4
役員に,2,3,0.667,12.5,3
テレビや,2,3,0.667,12.5,4
を加え,2,3,0.667,12.5,3
を得なく,2,3,0.667,12.5,4
に持ってい,2,3,0.667,12.5,5
もスマホ,2,3,0.667,12.5,4
語る「,2,3,0.667,12.5,3
2021年5月,2,3,0.667,12.5,7
12月2日,2,3,0.667,12.5,5
と考えます。,2,3,0.667,12.5,6
日4:,2,3,0.667,12.5,3
のニュースを,2,3,0.667,12.5,6
マンガ,2,3,0.667,12.5,3
、大学の,2,3,0.667,12.5,4
や政府,2,3,0.667,12.5,3
「普通の,2,3,0.667,12.5,4
を厳選,2,3,0.667,12.5,3
、顧客,2,3,0.667,12.5,3
を見れ,2,3,0.667,12.5,3
自転車,2,3,0.667,12.5,3
を外す,2,3,0.667,12.5,3
成長性,2,3,0.667,12.5,3
、不特定多数,2,3,0.667,12.5,6
納得し,2,3,0.667,12.5,3
告知し,2,3,0.667,12.5,3
言語化,2,3,0.667,12.5,3
状態で、,2,3,0.667,12.5,4
になる「,2,3,0.667,12.5,4
ネタに,2,3,0.667,12.5,3
に課金,2,3,0.667,12.5,3
に語っ,2,3,0.667,12.5,3
嫌いな,2,3,0.667,12.5,3
予測する,2,3,0.667,12.5,4
意見と,2,3,0.667,12.5,3
仕事ができない,2,3,0.667,12.5,7
少なさ,2,3,0.667,12.5,3
で圧倒,2,3,0.667,12.5,3
通信が,2,3,0.667,12.5,3
挑戦」,2,3,0.667,12.5,3
の成功法則,2,3,0.667,12.5,5
多そう,2,3,0.667,12.5,3
「意味,2,3,0.667,12.5,3
に語った。,2,3,0.667,12.5,5
よる「,2,3,0.667,12.5,3
「SNS,2,3,0.667,12.5,4
歳のとき,2,3,0.667,12.5,4
ざるを得なく,2,3,0.667,12.5,6
12月2,2,3,0.667,12.5,4
全員で,2,3,0.667,12.5,3
集めている。,2,3,0.667,12.5,6
考えていること,2,3,0.667,12.5,7
17歳,2,3,0.667,12.5,3
人しか,2,3,0.667,12.5,3
実践できる,2,3,0.667,12.5,5
に持って,2,3,0.667,12.5,4
な判断,2,3,0.667,12.5,3
一枚」,2,3,0.667,12.5,3
スマホが,2,3,0.667,12.5,4
で実践,2,3,0.667,12.5,3
、顧客の,2,3,0.667,12.5,4
「強い,2,3,0.667,12.5,3
の少なさ,2,3,0.667,12.5,4
が待っ,2,3,0.667,12.5,3
評判の,2,3,0.667,12.5,3
年12月2,2,3,0.667,12.5,5
不特定,2,3,0.667,12.5,3
リーダーに,2,3,0.667,12.5,5
仕事ができ,2,3,0.667,12.5,5
得なく,2,3,0.667,12.5,3
ニュースの,2,3,0.667,12.5,5
」技術,2,3,0.667,12.5,3
考えてしまう,2,3,0.667,12.5,6
、プライベート,2,3,0.667,12.5,7
思えて,2,3,0.667,12.5,3
の学生,2,3,0.667,12.5,3
顧客の,2,3,0.667,12.5,3
した？,2,3,0.667,12.5,3
が返っ,2,3,0.667,12.5,3
集めている,2,3,0.667,12.5,5
が返って,2,3,0.667,12.5,4
返ってきた,2,3,0.667,12.5,5
・ビジネス,2,3,0.667,12.5,5
の影響で,2,3,0.667,12.5,4
よかった」と,2,3,0.667,12.5,6
が待って,2,3,0.667,12.5,4
言っておき,2,3,0.667,12.5,5
ない人ほど,2,3,0.667,12.5,5
】お金,2,3,0.667,12.5,3
不特定多数,2,3,0.667,12.5,5
使える「,2,3,0.667,12.5,4
フォーカス,2,3,0.667,12.5,5
による「,2,3,0.667,12.5,4
に語った,2,3,0.667,12.5,4
陥りやすい,2,3,0.667,12.5,5
氷河期,2,3,0.667,12.5,3
の意見と,2,3,0.667,12.5,4
求めない,2,3,0.667,12.5,4
に思えて,2,3,0.667,12.5,4
損をし,2,3,0.667,12.5,3
その一部,2,3,0.667,12.5,4
が必要になっ,2,3,0.667,12.5,6
の少な,2,3,0.667,12.5,3
ものだと考え,2,3,0.667,12.5,6
報じられて,2,3,0.667,12.5,5
週刊ダイヤモンド,2,3,0.667,12.5,8
博士の,2,3,0.667,12.5,3
は、20,2,3,0.667,12.5,4
■世界,2,3,0.667,12.5,3
）がある,2,3,0.667,12.5,4
と考えます,2,3,0.667,12.5,5
成功法則,2,3,0.667,12.5,4
わけです。これ,2,3,0.667,12.5,7
イランは,2,3,0.667,12.5,4
月21日,2,3,0.667,12.5,4
を見れば,2,3,0.667,12.5,4
本当のこと,2,3,0.667,12.5,5
で解決し,2,3,0.667,12.5,4
と後悔する,2,3,0.667,12.5,5
口にし,2,3,0.667,12.5,3
ギャップを,2,3,0.667,12.5,5
と語る,2,3,0.667,12.5,3
部下が,2,3,0.667,12.5,3
を集めている,2,3,0.667,12.5,6
方法だ,2,3,0.667,12.5,3
は限られ,2,3,0.667,12.5,4
成否を,2,3,0.667,12.5,3
のリーダー,2,3,0.667,12.5,5
特定多数,2,3,0.667,12.5,4
を待って,2,3,0.667,12.5,4
、公務,2,3,0.667,12.5,3
学ぶ、,2,3,0.667,12.5,3
が語る「,2,3,0.667,12.5,4
関する法律,2,3,0.667,12.5,5
コミュニティで,2,3,0.667,12.5,7
な違い,2,3,0.667,12.5,3
た20,2,3,0.667,12.5,3
購入する,2,3,0.667,12.5,4
で書い,2,3,0.667,12.5,3
、不特定,2,3,0.667,12.5,4
の方法だ,2,3,0.667,12.5,4
、公務員,2,3,0.667,12.5,4
主体的に,2,3,0.667,12.5,4
思いますか,2,3,0.667,12.5,5
に余裕がある,2,3,0.667,12.5,6
実業家,2,3,0.667,12.5,3
語った。,2,3,0.667,12.5,4
です。SNS,2,3,0.667,12.5,6
バブル,2,3,0.667,12.5,3
と予想,2,3,0.667,12.5,3
を生み出し,2,3,0.667,12.5,5
40代で,2,3,0.667,12.5,4
つの特徴,2,3,0.667,12.5,4
1カ月,2,3,0.667,12.5,3
のコミュニティで,2,3,0.667,12.5,8
人だけが,2,3,0.667,12.5,4
を厳選し,2,3,0.667,12.5,4
に関する法律,2,3,0.667,12.5,6
2021年5,2,3,0.667,12.5,6
ね。逆,2,3,0.667,12.5,3
。経験,2,3,0.667,12.5,3
を発見,2,3,0.667,12.5,3
の発生,2,3,0.667,12.5,3
取れて,2,3,0.667,12.5,3
」と感じて,2,3,0.667,12.5,5
て見て,2,3,0.667,12.5,3
武勇伝,2,3,0.667,12.5,3
傾向を,2,3,0.667,12.5,3
紹介しました,2,3,0.667,12.5,6
のブログで,2,3,0.667,12.5,5
の代わりに,2,3,0.667,12.5,5
は、時間,2,3,0.667,12.5,4
に話を,2,3,0.667,12.5,3
失敗してき,2,3,0.667,12.5,5
を送信,2,3,0.667,12.5,3
会話から,2,3,0.667,12.5,4
パターンです。,2,3,0.667,12.5,7
トーク力が,2,3,0.667,12.5,5
記録してい,2,3,0.667,12.5,5
写真は,2,3,0.667,12.5,3
大学生に,2,3,0.667,12.5,4
募集して,2,3,0.667,12.5,4
行動すれば,2,3,0.667,12.5,5
。複数,2,3,0.667,12.5,3
、最後は,2,3,0.667,12.5,4
。はじめ,2,3,0.667,12.5,4
の多さ,2,3,0.667,12.5,3
3つ。,2,3,0.667,12.5,3
特徴があり,2,3,0.667,12.5,5
です。結果,2,3,0.667,12.5,5
。1つ,2,3,0.667,12.5,3
人数に,2,3,0.667,12.5,3
なった場合,2,3,0.667,12.5,5
に特化,2,3,0.667,12.5,3
が高いの,2,3,0.667,12.5,4
にもなり、,2,3,0.667,12.5,5
不安も,2,3,0.667,12.5,3
さを感じ,2,3,0.667,12.5,4
好奇心旺盛な,2,3,0.667,12.5,6
4つの,2,3,0.667,12.5,3
成長に,2,3,0.667,12.5,3
可能になり,2,3,0.667,12.5,5
」という意思,2,3,0.667,12.5,6
行動すれ,2,3,0.667,12.5,4
金を払って,2,3,0.667,12.5,5
イケメンでも,2,3,0.667,12.5,6
、積極,2,3,0.667,12.5,3
関係な,2,3,0.667,12.5,3
いるように見える,2,3,0.667,12.5,8
、とくに,2,3,0.667,12.5,4
メッセージで,2,3,0.667,12.5,6
ます。生活,2,3,0.667,12.5,5
です。具体,2,3,0.667,12.5,5
に特化した,2,3,0.667,12.5,5
ストレート,2,3,0.667,12.5,5
ケースだ,2,3,0.667,12.5,4
べき行動,2,3,0.667,12.5,4
たことで、,2,3,0.667,12.5,5
の潜在,2,3,0.667,12.5,3
、気分,2,3,0.667,12.5,3
特徴があります,2,3,0.667,12.5,7
男性から,2,3,0.667,12.5,4
「そもそも,2,3,0.667,12.5,5
できる」という,2,3,0.667,12.5,7
感じました。,2,3,0.667,12.5,6
との約束,2,3,0.667,12.5,4
が多いため,2,3,0.667,12.5,5
女性がいる,2,3,0.667,12.5,5
「ただ,2,3,0.667,12.5,3
た点を,2,3,0.667,12.5,3
引かれ,2,3,0.667,12.5,3
経験で,2,3,0.667,12.5,3
そんな中,2,3,0.667,12.5,4
気持ちの,2,3,0.667,12.5,4
の落とし穴,2,3,0.667,12.5,5
それ以前,2,3,0.667,12.5,4
多いこと,2,3,0.667,12.5,4
（会社,2,3,0.667,12.5,3
に発展する,2,3,0.667,12.5,5
ように努め,2,3,0.667,12.5,5
「子供,2,3,0.667,12.5,3
要素も,2,3,0.667,12.5,3
間もない,2,3,0.667,12.5,4
に行われて,2,3,0.667,12.5,5
兄さん,2,3,0.667,12.5,3
結果で、,2,3,0.667,12.5,4
」させ,2,3,0.667,12.5,3
は、4,2,3,0.667,12.5,3
が悪いです,2,3,0.667,12.5,5
、圧倒的な,2,3,0.667,12.5,5
も続け,2,3,0.667,12.5,3
一定数,2,3,0.667,12.5,3
は変わっ,2,3,0.667,12.5,4
思うかも,2,3,0.667,12.5,4
た経験がある,2,3,0.667,12.5,6
な時間を,2,3,0.667,12.5,4
、若年,2,3,0.667,12.5,3
印象的,2,3,0.667,12.5,3
意味でも,2,3,0.667,12.5,4
ている。」,2,3,0.667,12.5,5
使えて,2,3,0.667,12.5,3
「結局,2,3,0.667,12.5,3
印象的だった,2,3,0.667,12.5,6
に相手を,2,3,0.667,12.5,4
好奇心旺盛,2,3,0.667,12.5,5
の比較,2,3,0.667,12.5,3
、それ以前,2,3,0.667,12.5,5
それ以前に,2,3,0.667,12.5,5
変わっていく,2,3,0.667,12.5,6
上がり,2,3,0.667,12.5,3
、連絡,2,3,0.667,12.5,3
のリスクは,2,3,0.667,12.5,5
ておらず、,2,3,0.667,12.5,5
紹介しまし,2,3,0.667,12.5,5
ポイントも,2,3,0.667,12.5,5
、気になる,2,3,0.667,12.5,5
いる」ことが,2,3,0.667,12.5,6
重ねた,2,3,0.667,12.5,3
の選択肢を,2,3,0.667,12.5,5
たこと」,2,3,0.667,12.5,4
文句は,2,3,0.667,12.5,3
に特化し,2,3,0.667,12.5,4
、医療,2,3,0.667,12.5,3
変わりたい,2,3,0.667,12.5,5
の差が,2,3,0.667,12.5,3
と考える人が,2,3,0.667,12.5,6
知人に,2,3,0.667,12.5,3
以上続い,2,3,0.667,12.5,4
も気に,2,3,0.667,12.5,3
外せない,2,3,0.667,12.5,4
ている人も,2,3,0.667,12.5,5
ないが、「,2,3,0.667,12.5,5
の誘い,2,3,0.667,12.5,3
、というよう,2,3,0.667,12.5,6
者の数,2,3,0.667,12.5,3
。周囲,2,3,0.667,12.5,3
も時間,2,3,0.667,12.5,3
です。実際、,2,3,0.667,12.5,6
参加者の,2,3,0.667,12.5,4
できます。この,2,3,0.667,12.5,7
実際どう,2,3,0.667,12.5,4
経験、,2,3,0.667,12.5,3
感じまし,2,3,0.667,12.5,4
ない。従って,2,3,0.667,12.5,6
割れた,2,3,0.667,12.5,3
の気分,2,3,0.667,12.5,3
イケメンで,2,3,0.667,12.5,5
ように努めて,2,3,0.667,12.5,6
挑戦者,2,3,0.667,12.5,3
た以上,2,3,0.667,12.5,3
避けること,2,3,0.667,12.5,5
至りました。,2,3,0.667,12.5,6
する予定です,2,3,0.667,12.5,6
その一言,2,3,0.667,12.5,4
で、自分から,2,3,0.667,12.5,6
。相手の,2,3,0.667,12.5,4
、そうなる,2,3,0.667,12.5,5
で、以下,2,3,0.667,12.5,4
のノウハウ,2,3,0.667,12.5,5
利用することが,2,3,0.667,12.5,7
点で、,2,3,0.667,12.5,3
の話に,2,3,0.667,12.5,3
方のため,2,3,0.667,12.5,4
を重ねた,2,3,0.667,12.5,4
はある程度,2,3,0.667,12.5,5
、マッチング,2,3,0.667,12.5,6
を楽しめる,2,3,0.667,12.5,5
できない）,2,3,0.667,12.5,5
歴が長い,2,3,0.667,12.5,4
が悪かっ,2,3,0.667,12.5,4
ます（笑,2,3,0.667,12.5,4
